test/cube_pos_constraint,_step,test/achieved_goal,test/action,test/done,test/desired_goal,test/observations,test/causal_embedding,test/robot_constraint,test/env_info,_runtime,test/reward,test/episode,global_step,_timestamp,test/steps,pca
"[[-0.013918283395469189, -0.026559913530945778, -0.018211273476481438]]",3981,"[0.6630467176437378, -0.22901791334152222, 0.02998940646648407]","[-0.2669430375099182, -0.5876930356025696, -0.36422181129455566, 0.6567704677581787]",False,"[0.4097624719142914, -0.17867353558540344, 0.029999999329447746]","[[0.6768555045127869, -0.24216328561306, 0.022578483447432518, 0.08009466528892517, 0.6630467176437378, -0.22901791334152222, 0.02998940646648407, -2.1374396965256892e-05, 5.118913577462081e-06, -0.08118833601474762]]","[0.1700863093137741, -3.0977635383605957, 2.7717950344085693, 8.290953636169434, 2.1331608295440674, 0.1168603003025055]","[[-0.015382113866508007, -0.02632426656782627, -0.01803681254386902]]","[1, 30]",11.169155432,-0.25823917984962463,49.0,3981.0,1748233143.3218436,42.0,
"[[-0.030492324382066727, -0.019821707159280777, -0.015526306815445423]]",3985,"[0.6630470752716064, -0.2290218472480774, 0.029990006238222122]","[-0.6098393201828003, -0.39644694328308105, -0.3105262517929077, 0.7621865272521973]",False,"[0.4097624719142914, -0.17867353558540344, 0.029999999329447746]","[[0.6597434282302856, -0.240193173289299, 0.02204943262040615, 0.08006789535284042, 0.6630470752716064, -0.2290218472480774, 0.029990006238222122, -1.2138186775700888e-06, -2.7478997708385577e-06, -0.08118738234043121]]","[0.01653234101831913, -4.176418304443359, 2.7179994583129883, 11.486790657043457, 3.659188747406006, -0.09240055084228516]","[[-0.023371834307909012, -0.02042851224541664, -0.015488571487367153]]","[1, 30]",11.169299289,-0.258240282535553,49.0,3985.0,1748233143.3318405,46.0,
"[[-0.012701332569122314, 0.04899894446134567, -0.022533854469656944]]",3993,"[0.603949248790741, 0.18047048151493073, 0.029989412054419518]","[-0.2540266513824463, 0.9799880981445312, -0.4506770968437195, 0.7401646375656128]",False,"[0.5301070809364319, -0.24421493709087372, 0.029999999329447746]","[[0.6184192299842834, 0.06960005313158035, 0.14811129868030548, 0.0799979418516159, 0.603949248790741, 0.18047048151493073, 0.029989412054419518, 3.006728547916282e-06, -2.4504341126885265e-05, -1.4128427210380323e-05]]","[0.125292107462883, 0.004400372505187988, 0.02620653808116913, -0.018142059445381165, -0.01624167710542679, -0.032102689146995544]","[[-0.004150390625, 0.008160274475812912, -0.002083694562315941]]","[1, 5]",11.344999317,-0.43105727434158325,0.0,3993.0,1748233143.4987383,4.0,
"[[-0.006692472845315933, 0.001048654317855835, 0.015625378116965294]]",4001,"[0.5454870462417603, 0.07354898005723953, 0.07786405831575394]","[-0.7894051671028137, -0.977623462677002, 0.6142123937606812, -0.9846354722976685]",False,"[0.5301070809364319, -0.24421493709087372, 0.029999999329447746]","[[0.5433306694030762, 0.07863679528236389, 0.0714040994644165, 0.05547916889190674, 0.5454870462417603, 0.07354898005723953, 0.07786405831575394, -0.002633059863001108, 0.12216918915510178, -0.002379833487793803]]","[0.33013081550598145, 0.15524151921272278, -2.837733268737793, 1.7091857194900513, -1.2820154428482056, 0.2272738516330719]","[[-0.006549481302499771, -0.009274102747440338, 0.014889402315020561]]","[1, 5]",11.345332094,-0.3217163681983948,0.0,4001.0,1748233143.5168219,12.0,
"[[0.010770406574010849, -0.00584050640463829, -0.011767301708459854]]",4003,"[0.5628401637077332, -0.017534926533699036, 0.07010207325220108]","[0.7102792263031006, -0.9641508460044861, -0.5048114657402039, -0.9591935276985168]",False,"[0.5301070809364319, -0.24421493709087372, 0.029999999329447746]","[[0.5649408102035522, -0.0015931499656289816, 0.06590288877487183, 0.05370054394006729, 0.5628401637077332, -0.017534926533699036, 0.07010207325220108, 0.0011147352633997798, -0.1462862491607666, 0.005795749835669994]]","[0.34703493118286133, 0.07688359171152115, -2.1719768047332764, 1.425359845161438, -1.2853740453720093, 0.30036842823028564]","[[0.00847938284277916, -0.0066694654524326324, -0.01322467252612114]]","[1, 5]",11.345419756,-0.23251549899578094,0.0,4003.0,1748233143.5217414,14.0,
"[[-0.14083963632583618, -0.24575494229793549, -0.006196449510753155]]",4009,"[0.6637810468673706, 0.021039307117462158, 0.029999999329447746]","[-0.44363725185394287, -0.8250077366828918, -0.1899295449256897, -0.9298931360244751]",True,"[0.5547962188720703, -0.1738787144422531, 0.029999999329447746]","[[0.6384396553039551, -2.194472251484947e-12, 0.19740013778209686, 0, 0.6637810468673706, 0.021039307117462158, 0.029999999329447746, 0, 0, 0]]","[0.43628236651420593, -0.855146586894989, 0.3625217080116272, 2.8119394779205322, -1.5232905149459839, 0.5905798077583313]","[[-0.12130527943372726, -0.2301415205001831, -0.1759815812110901]]","[1, 5]",11.388919188,-0.028444726020097733,0.0,4009.0,1748233143.5364714,20.0,
"[[0.007234150543808937, -0.003826085478067398, 0.017350662499666214]]",4018,"[0.5124101638793945, 0.10839254409074783, 0.052516840398311615]","[0.3385387659072876, -0.9627812504768372, 0.6622176170349121, -0.9858723878860474]",False,"[0.6038010716438293, -0.19721896946430206, 0.029999999329447746]","[[0.5150535702705383, 0.1041456013917923, 0.044081393629312515, 0.05784951522946358, 0.5124101638793945, 0.10839254409074783, 0.052516840398311615, -0.005712821148335934, -0.015301291830837727, 0.009645035490393639]]","[0.74652498960495, 0.24498915672302246, -2.8894290924072266, 1.5460983514785767, -1.1548749208450317, 0.2760721445083618]","[[0.007641250267624855, -0.009315725415945053, 0.017657333984971046]]","[1, 5]",11.389241184,-0.31977757811546326,1.0,4018.0,1748233143.5546045,8.0,
"[[0.01081771869212389, -0.04654524475336075, 0.00723620830103755]]",4070,"[0.5321475863456726, 0.21070919930934906, 0.02995491214096546]","[0.21669650077819824, -0.9347749948501587, 0.14564740657806396, 0.6496753692626953]",False,"[0.4772174656391144, 0.20018835365772247, 0.029999999329447746]","[[0.5587022304534912, 0.021748321130871773, 0.11679181456565857, 0.07999999076128006, 0.5321475863456726, 0.21070919930934906, 0.02995491214096546, 0.000684720987919718, 1.5587407688144594e-05, 0.08773528039455414]]","[-0.3131886422634125, -4.485541820526123, 1.9565308094024658, 12.382231712341309, 4.099193572998047, -0.3260180354118347]","[[0.002635669894516468, -0.007674358785152435, 0.001180404331535101]]","[1, 5]",11.481592941,-0.05592860281467438,2.0,4070.0,1748233143.6694725,43.0,
"[[0.01966395601630211, 0.003221385180950165, 0.019143566489219666]]",4087,"[0.4610653817653656, -0.016697166487574577, 0.05114859715104103]","[0.9800087213516235, 0.8927781581878662, 0.689406156539917, -0.9942436814308167]",False,"[0.6731894016265869, 0.20803005993366241, 0.029999999329447746]","[[0.4604331851005554, -0.012340772897005081, 0.045312169939279556, 0.05542100593447685, 0.4610653817653656, -0.016697166487574577, 0.05114859715104103, -0.001527436776086688, -0.07241885364055634, -0.006496465764939785]]","[0.8268638849258423, 0.28279638290405273, -3.3133463859558105, 1.7821118831634521, -1.4490246772766113, 0.3742014765739441]","[[0.02024584636092186, 0.010660961270332336, 0.019475247710943222]]","[1, 5]",11.512882039,-0.30975180864334106,3.0,4087.0,1748233143.7000897,10.0,
"[[0.027252208441495895, 0.019202910363674164, 0.02187713421881199]]",4093,"[0.6262997984886169, 0.16214287281036377, 0.031062155961990356]","[0.9702672958374023, 0.711046576499939, 0.4559779167175293, -0.8880692720413208]",False,"[0.6731894016265869, 0.20803005993366241, 0.029999999329447746]","[[0.624872624874115, 0.1643715351819992, 0.02583196759223938, 0.05749920755624771, 0.6262997984886169, 0.16214287281036377, 0.031062155961990356, -0.009226677007973194, 0.020052442327141762, -0.008201271295547485]]","[0.04848306626081467, -0.2818532884120941, -1.0126441717147827, 2.1076982021331787, -1.305967926979065, 0.36320656538009644]","[[0.027346622198820114, 0.011763133108615875, 0.021787792444229126]]","[1, 5]",11.52826062,-0.06561550498008728,3.0,4093.0,1748233143.7153354,16.0,
"[[-0.04707285016775131, -0.04858240485191345, -0.03668929636478424]]",4098,"[0.43364816904067993, -0.17169038951396942, 0.029989412054419518]","[-0.9414575695991516, -0.9716391563415527, -0.7337859869003296, 0.7292934656143188]",False,"[0.6095457673072815, 0.09267255663871765, 0.029999999329447746]","[[0.5194879770278931, -0.08960877358913422, 0.1221904382109642, 0.07990191131830215, 0.43364816904067993, -0.17169038951396942, 0.029989412054419518, 3.006722863574396e-06, -2.4483129891450517e-05, -1.1304365216346923e-05]]","[0.05665217339992523, -0.02774091064929962, 0.00663173571228981, -0.020954929292201996, -0.017230622470378876, -0.00501406192779541]","[[-0.012553028762340546, -0.008003201335668564, -0.004749562591314316]]","[1, 5]",11.536686415,-0.31753382086753845,4.0,4098.0,1748233143.7247775,3.0,
"[[-0.003502479288727045, -0.04351722449064255, -0.037843361496925354]]",4143,"[0.6173933744430542, -0.17241796851158142, 0.0322992317378521]","[-0.06727558374404907, -0.917229175567627, -0.7106829881668091, 0.7669510841369629]",False,"[0.4745764136314392, -0.14299458265304565, 0.029999999329447746]","[[0.6393644213676453, -0.1597377508878708, 0.062379855662584305, 0.07996928691864014, 0.6173933744430542, -0.17241796851158142, 0.0322992317378521, 0.08022668212652206, -5.262767999170137e-08, -0.004999125842005014]]","[0.3024353086948395, 0.1852153241634369, -0.5873888731002808, 0.35825106501579285, -0.14223149418830872, 0.017155952751636505]","[[-0.0115389134734869, -0.011884070932865143, -0.032771576195955276]]","[1, 5]",11.665033786,-0.14583450555801392,7.0,4143.0,1748233143.816971,7.0,
"[[0.13948915898799896, 0.16144931316375732, 0.036478228867053986]]",4154,"[0.5882217884063721, -0.2703477740287781, 0.029999999329447746]","[1, -0.2476276159286499, 0.7295645475387573, 1]",True,"[0.5384011268615723, -0.11876127868890762, 0.029999999329447746]","[[0.6384396553039551, -2.194472251484947e-12, 0.19740013778209686, 0, 0.5882217884063721, -0.2703477740287781, 0.029999999329447746, 0, 0, 0]]","[0.031249593943357468, -0.036577388644218445, -0.04099562391638756, -0.036194927990436554, 0.07710743695497513, 0.20105451345443726]","[[0.05000000074505806, -0.01238138135522604, 0.036478228867053986]]","[1, 5]",11.665467309,-0.04480725899338722,8.0,4154.0,1748233143.8452046,0.0,
"[[0.202438086271286, -0.3198402225971222, -0.0007392428815364838]]",4167,"[0.41168317198753357, 0.2762361168861389, 0.029999999329447746]","[-0.36877763271331787, 0.949002742767334, -0.31435275077819824, -0.9447551965713501]",True,"[0.6227679252624512, -0.26743340492248535, 0.029999999329447746]","[[0.6384396553039551, -2.194472251484947e-12, 0.19740013778209686, 0, 0.41168317198753357, 0.2762361168861389, 0.029999999329447746, 0, 0, 0]]","[0.1070573702454567, 0.10659638047218323, -2.0947813987731934, 1.3499951362609863, -1.3469144105911255, 0.28042072057724]","[[-0.034238941967487335, -0.04188786819577217, -0.17385263741016388]]","[1, 5]",11.684314585,-0.047859076410532,9.0,4167.0,1748233143.87232,12.0,
"[[-0.0056507945992052555, 0.04999939724802971, -0.04997429996728897]]",4168,"[0.534625768661499, 0.04936004430055618, 0.02998952753841877]","[-0.11302781105041504, 0.9999954700469971, -0.9996954202651978, 0.9999768733978271]",False,"[0.6880978345870972, -0.18499282002449036, 0.029999999329447746]","[[0.6408470273017883, 0.024381930008530617, 0.17091423273086548, 0.07027385383844376, 0.534625768661499, 0.04936004430055618, 0.02998952753841877, 3.005894996022107e-06, -2.0607802071026526e-05, -2.8306608328421135e-06]]","[0.031227683648467064, -0.03598801791667938, -0.04086983576416969, -0.03561374545097351, 0.07731138169765472, 0.20065416395664215]","[[-0.008058762177824974, 0.025617843493819237, -0.023498866707086563]]","[1, 5]",11.685961585,-0.28013381361961365,10.0,4168.0,1748233143.8740695,0.0,
"[[-0.04669453203678131, 0.025279024615883827, -0.04409389942884445]]",4169,"[0.5346256494522095, 0.0493604950606823, 0.02998943440616131]","[-0.9338930249214172, 0.505589485168457, -0.8818798661231995, 0.7875667810440063]",False,"[0.6880978345870972, -0.18499282002449036, 0.029999999329447746]","[[0.6035681962966919, 0.0507928691804409, 0.12189275771379471, 0.07881753146648407, 0.5346256494522095, 0.0493604950606823, 0.02998943440616131, 3.0065698410908226e-06, -2.377380405960139e-05, -5.656060693581821e-06]]","[0.03140094131231308, -0.025906041264533997, -0.019037064164876938, -0.028387539088726044, 0.053564876317977905, 0.13178907334804535]","[[-0.009415820240974426, -0.0011314637959003448, 0.004927482455968857]]","[1, 5]",11.687818584,-0.2801342308521271,10.0,4169.0,1748233143.8757038,1.0,
"[[0.021383166313171387, -0.025143787264823914, 0.027183692902326584]]",4175,"[0.5680550336837769, 0.060686446726322174, 0.03439989313483238]","[0.6943976879119873, -0.9336110949516296, 0.6326230764389038, -0.9883232712745667]",False,"[0.6880978345870972, -0.18499282002449036, 0.029999999329447746]","[[0.5714923143386841, 0.05036916956305504, 0.03794655576348305, 0.05432352423667908, 0.5680550336837769, 0.060686446726322174, 0.03439989313483238, 0.003947247751057148, 0.016190150752663612, 0.031280577182769775]]","[0.461393803358078, 0.15709751844406128, -1.7741429805755615, 1.0300116539001465, -0.821471631526947, 0.18269893527030945]","[[0.02144557237625122, -0.02794772759079933, 0.027415812015533447]]","[1, 5]",11.702131272,-0.2734738290309906,10.0,4175.0,1748233143.8893585,7.0,
"[[-0.04390287026762962, -0.04892488941550255, -0.01955491490662098]]",4183,"[0.4220178425312042, -0.2428363412618637, 0.029989775270223618]","[-0.8780525922775269, -0.97850102186203, -0.3910990357398987, 0.8956224918365479]",False,"[0.5543323159217834, 0.019301917403936386, 0.029999999329447746]","[[0.571293294429779, -0.07776212692260742, 0.18560783565044403, 0.07881753146648407, 0.4220178425312042, -0.2428363412618637, 0.029989775270223618, -3.3503213217045413e-06, -1.2256618902029004e-05, -7.013421054580249e-06]]","[0.03140172362327576, -0.02591877430677414, -0.019042853266000748, -0.028398938477039337, 0.05355603247880936, 0.1317916214466095]","[[-0.021479900926351547, 0.0032175444066524506, -0.012428591027855873]]","[1, 5]",11.719701472,-0.29363852739334106,11.0,4183.0,1748233143.9078355,1.0,
"[[-0.033591609448194504, 0.02972227707505226, -0.04726523160934448]]",4198,"[0.45293188095092773, 0.20259763300418854, 0.02998952753841877]","[-0.6718447208404541, 0.594452977180481, -0.9455140233039856, 0.996405839920044]",False,"[0.47499728202819824, -0.032664742320775986, 0.029999999329447746]","[[0.6250209808349609, 0.020569201558828354, 0.16585440933704376, 0.07027384638786316, 0.45293188095092773, 0.20259763300418854, 0.02998952753841877, 3.005894996022107e-06, -2.0607802071026526e-05, -2.8306608328421135e-06]]","[0.031227683648467064, -0.03598801791667938, -0.04086983576416969, -0.03561374545097351, 0.07731138169765472, 0.20065416395664215]","[[-0.020173560827970505, 0.009153448045253754, -0.01572997495532036]]","[1, 5]",11.765304509,-0.23629488050937653,12.0,4198.0,1748233143.939419,0.0,
"[[0.04541512951254845, -0.046856511384248734, 0.01891135424375534]]",4229,"[0.5335218906402588, -0.05056953430175781, 0.02998983860015869]","[0.9083120822906494, -0.9371199607849121, 0.3780238628387451, 0.6427119970321655]",False,"[0.6874080896377563, -0.24528461694717407, 0.029999999329447746]","[[0.6606572866439819, -0.02266821451485157, 0.20080792903900146, 0.05645739287137985, 0.5335218906402588, -0.05056953430175781, 0.02998983860015869, -6.299248525465373e-06, 2.2848787466500653e-06, 8.363443157577422e-06]]","[0.031228339299559593, -0.03600551187992096, -0.04087357595562935, -0.03563099354505539, 0.07730532437562943, 0.20066605508327484]","[[0.023197975009679794, -0.024187782779335976, 0.015493402257561684]]","[1, 5]",11.852984715,-0.2481832504272461,14.0,4229.0,1748233144.0077293,0.0,
"[[-0.033571310341358185, 0.0376700721681118, -0.039312735199928284]]",4248,"[0.6278377175331116, 0.07114163786172867, 0.030228715389966965]","[-0.703349232673645, 0.9983534812927246, -0.8141433000564575, 0.3388561010360718]",False,"[0.5615310668945312, 0.1542518436908722, 0.029999999329447746]","[[0.6297041177749634, 0.08307722955942154, 0.022195899859070778, 0.08028775453567505, 0.6278377175331116, 0.07114163786172867, 0.030228715389966965, -0.018686790019273758, -0.007133021019399166, 0.03449785336852074]]","[0.17131172120571136, 0.026316672563552856, -0.24051594734191895, 0.11803115904331207, -0.1341182291507721, 0.005741827189922333]","[[-0.011640436947345734, 0.016830772161483765, -0.005923811346292496]]","[1, 5]",11.860967188,-0.10631992667913437,15.0,4248.0,1748233144.0481856,4.0,
"[[0.06318178027868271, 0.05815344303846359, 0.01093843299895525]]",4251,"[0.5145032405853271, 0.1269329935312271, 0.029999999329447746]","[-0.686143159866333, 0.7293088436126709, -0.0871163010597229, -0.8865224123001099]",True,"[0.6776688098907471, 0.10517451912164688, 0.029999999329447746]","[[0.6384396553039551, -2.194472251484947e-12, 0.19740013778209686, 0, 0.5145032405853271, 0.1269329935312271, 0.029999999329447746, 0, 0, 0]]","[0.4126550257205963, 0.20561574399471283, -2.1175339221954346, 1.1911245584487915, -1.1335338354110718, 0.3116799592971802]","[[-0.06371120363473892, 0.18731698393821716, -0.16203093528747559]]","[1, 5]",11.867623717,-0.047109998762607574,15.0,4251.0,1748233144.0556183,7.0,
"[[0.022695448249578476, 0.029200296849012375, 0.012642589397728443]]",4262,"[0.6151136755943298, -0.28520914912223816, 0.033053476363420486]","[0.9332292079925537, 0.8790143728256226, 0.3068692684173584, -0.9579308032989502]",False,"[0.6830055117607117, -0.21836179494857788, 0.029999999329447746]","[[0.6145078539848328, -0.2720077335834503, 0.025188298895955086, 0.053156185895204544, 0.6151136755943298, -0.28520914912223816, 0.033053476363420486, 0.010123871266841888, 0.0013808206422254443, -0.038634367287158966]]","[0.3444279730319977, 0.2824608087539673, -1.5345089435577393, 0.9210984706878662, -0.882445752620697, 0.28467845916748047]","[[0.02275266870856285, 0.025249671190977097, 0.012561448849737644]]","[1, 5]",11.888803191000001,-0.0953267514705658,16.0,4262.0,1748233144.0759072,10.0,
"[[-0.020831985399127007, 0.045327078551054, -0.03429226577281952]]",4272,"[0.49535873532295227, 0.2954172194004059, 0.030072079971432686]","[-0.4166516065597534, 0.9081932306289673, -0.6842027902603149, 0.8187494277954102]",False,"[0.5607678890228271, -0.15451213717460632, 0.029999999329447746]","[[0.5160393714904785, 0.2669597268104553, 0.0628245547413826, 0.07271598279476166, 0.49535873532295227, 0.2954172194004059, 0.030072079971432686, -0.0027437619864940643, -4.908304617856629e-06, 1.416089799022302e-05]]","[0.1076277643442154, 0.20542854070663452, 0.0472131110727787, 0.024248048663139343, 0.09097472578287125, 0.017921529710292816]","[[-0.014748496934771538, 0.0072222016751766205, -0.015529777854681015]]","[1, 5]",11.90612914,-0.45465898513793945,17.0,4272.0,1748233144.0939379,8.0,
"[[-0.017041495069861412, -0.033372774720191956, -0.04514720290899277]]",4274,"[0.49462440609931946, 0.2940594553947449, 0.03047380968928337]","[-0.3549949526786804, -0.7202878594398499, -0.9134036898612976, 0.911865234375]",False,"[0.5607678890228271, -0.15451213717460632, 0.029999999329447746]","[[0.49618783593177795, 0.2836192846298218, 0.021930379793047905, 0.0802169144153595, 0.49462440609931946, 0.2940594553947449, 0.03047380968928337, 0.016326235607266426, 1.6999027138808742e-05, 0.013170761987566948]]","[0.07840916514396667, 0.304192453622818, -0.3138827681541443, 0.2192746102809906, -0.09173203259706497, 0.11624936014413834]","[[-0.003245105966925621, -0.025205448269844055, -0.016990898177027702]]","[1, 5]",11.948936881,-0.4534221589565277,17.0,4274.0,1748233144.0979033,10.0,
"[[-0.043430279940366745, -0.04174782708287239, -0.04635279253125191]]",4287,"[0.5692010521888733, -0.0860966220498085, 0.02998943440616131]","[-0.8686079978942871, -0.834947407245636, -0.927057683467865, 0.9071893692016602]",False,"[0.6190196871757507, -0.21834705770015717, 0.029999999329447746]","[[0.649384081363678, -0.06670127063989639, 0.1354738473892212, 0.07881753146648407, 0.5692010521888733, -0.0860966220498085, 0.02998943440616131, 3.006569613717147e-06, -2.377380405960139e-05, -5.656060693581821e-06]]","[0.03140094131231308, -0.025906041264533997, -0.019037064164876938, -0.028387539088726044, 0.053564876317977905, 0.13178907334804535]","[[-0.01272125169634819, 0.0023777782917022705, 0.007066778838634491]]","[1, 5]",11.949399578,-0.14132258296012878,18.0,4287.0,1748233144.1305735,1.0,
"[[0.0037328959442675114, 0.048005979508161545, -0.016468431800603867]]",4299,"[0.6044020056724548, 0.24875007569789886, 0.029989415779709816]","[0.07465791702270508, 0.9601285457611084, -0.3293690085411072, -0.5650705099105835]",False,"[0.5413029789924622, 0.041475627571344376, 0.029999999329447746]","[[0.6101515889167786, 0.00232051033526659, 0.17839550971984863, 0.0016145367408171296, 0.6044020056724548, 0.24875007569789886, 0.029989415779709816, 3.006697852470097e-06, -2.43706217588624e-05, -8.480304131808225e-06]]","[0.017381707206368446, -0.028290599584579468, -0.012963362038135529, -0.020310916006565094, 0.021136611700057983, 0.05704280734062195]","[[0.0007791281677782536, 0.011364344507455826, -0.0004524737596511841]]","[1, 5]",11.993159142,-0.2166660577058792,19.0,4299.0,1748233144.155718,2.0,
"[[-0.022964773699641228, -0.02552742511034012, -0.00477218721061945]]",4307,"[0.6018947958946228, 0.24927984178066254, 0.029685700312256813]","[-0.5052351355552673, -0.7864992022514343, -0.2864406108856201, -0.039346158504486084]",False,"[0.5413029789924622, 0.041475627571344376, 0.029999999329447746]","[[0.6037623882293701, 0.24178950488567352, 0.028648972511291504, 0.07705406844615936, 0.6018947958946228, 0.24927984178066254, 0.029685700312256813, 0.011828040704131126, -0.0014285783981904387, -0.015666574239730835]]","[0.34934327006340027, 0.24067097902297974, -1.8320517539978027, 1.0521156787872314, -1.0215150117874146, 0.31322747468948364]","[[-0.008546588942408562, -0.01838446408510208, -0.0018393127247691154]]","[1, 5]",11.993447947,-0.21645797789096832,19.0,4307.0,1748233144.169657,10.0,
"[[0.0007808711379766464, -0.013485141098499298, 0.038915179669857025]]",4308,"[0.5894173979759216, 0.2150052934885025, 0.0339258573949337]","[-0.2339305281639099, -0.9551937580108643, 0.8631067276000977, -0.9825490713119507]",False,"[0.5413029789924622, 0.041475627571344376, 0.029999999329447746]","[[0.5842342376708984, 0.20465338230133057, 0.03168589621782303, 0.05492905527353287, 0.5894173979759216, 0.2150052934885025, 0.0339258573949337, 0.006330837961286306, 0.06741293519735336, 0.0703742653131485]]","[0.3119920492172241, 0.1527395397424698, -1.8887128829956055, 1.1084707975387573, -1.1863335371017456, 0.347428560256958]","[[0.007831623777747154, -0.010623566806316376, 0.04011841490864754]]","[1, 5]",11.993485226,-0.18011927604675293,19.0,4308.0,1748233144.171797,11.0,
"[[-0.016479026526212692, 0.035611193627119064, 0.0055873459205031395]]",4318,"[0.501126766204834, 0.21088442206382751, 0.033646535128355026]","[-0.9654881358146667, 0.9690724611282349, 0.1848987340927124, -0.6954646706581116]",False,"[0.4258456230163574, 0.23683102428913116, 0.029999999329447746]","[[0.5451012253761292, 0.2077910155057907, 0.02848823182284832, 0.013461987487971783, 0.501126766204834, 0.21088442206382751, 0.033646535128355026, -0.05957409739494324, -0.04949355497956276, 0.693040668964386]]","[0.37953218817710876, 0.09188339859247208, -0.8607907891273499, 0.4892207384109497, -0.27963995933532715, -0.006344720721244812]","[[-0.025753330439329147, 0.035463493317365646, 0.003652702085673809]]","[1, 5]",12.037069977,-0.07971055805683136,20.0,4318.0,1748233144.1921,5.0,
"[[0.012260746210813522, -0.001614246517419815, 0.010283788666129112]]",4330,"[0.537757933139801, 0.08610064536333084, 0.040132030844688416]","[0.6865086555480957, -0.9585633277893066, 0.1490004062652588, -0.9675992727279663]",False,"[0.5044765472412109, -0.04348038509488106, 0.029999999329447746]","[[0.5289589166641235, 0.08088915050029755, 0.03456421568989754, 0.05625785514712334, 0.537757933139801, 0.08610064536333084, 0.040132030844688416, -0.00048822039389051497, 0.033647604286670685, 0.00013077449693810195]]","[0.32942405343055725, 0.15453903377056122, -2.5225296020507812, 1.501676321029663, -1.3899822235107422, 0.29728978872299194]","[[0.013265382498502731, -0.00682169571518898, 0.009709609672427177]]","[1, 5]",12.037518437,-0.13416986167430878,21.0,4330.0,1748233144.21671,10.0,
"[[-0.17582018673419952, 0.10243593156337738, -0.02770155481994152]]",4334,"[0.6815412640571594, -0.15902520716190338, 0.029999999329447746]","[-0.8184565901756287, -0.8037968277931213, -0.554593026638031, -0.8627597689628601]",True,"[0.4902815520763397, 0.23848935961723328, 0.029999999329447746]","[[0.6384396553039551, -2.194472251484947e-12, 0.19740013778209686, 0, 0.6815412640571594, -0.15902520716190338, 0.029999999329447746, 0, 0, 0]]","[0.11332174390554428, -0.5885857343673706, -0.9896878004074097, 2.353099822998047, -1.8899568319320679, 0.39695674180984497]","[[-0.14068569242954254, -0.07070864737033844, -0.20287077128887177]]","[1, 5]",12.080930648,-0.042176421731710434,21.0,4334.0,1748233144.2269788,14.0,
"[[0.004254591651260853, -0.048857901245355606, 0.0381985679268837]]",4339,"[0.5712870359420776, -0.23023366928100586, 0.029989993199706078]","[0.08508944511413574, -0.9771586060523987, 0.7639737129211426, 0.9508558511734009]",False,"[0.42081987857818604, -0.02765621803700924, 0.029999999329447746]","[[0.5723658204078674, -0.13127873837947845, 0.11317650973796844, 0.07999788969755173, 0.5712870359420776, -0.23023366928100586, 0.029989993199706078, -2.1701389414374717e-06, 3.820949586952338e-06, 9.049509571923409e-06]]","[0.1253029704093933, 0.004401609301567078, 0.02618381753563881, -0.018118418753147125, -0.016249485313892365, -0.03209671378135681]","[[0.0015799524262547493, -0.0049741752445697784, 0.01501939445734024]]","[1, 5]",12.081112976,-0.2523449659347534,22.0,4339.0,1748233144.2353354,4.0,
"[[-0.049963392317295074, 0.05000125989317894, -0.04998914152383804]]",4349,"[0.4628249406814575, 0.05750693008303642, 0.029989156872034073]","[-0.9992797374725342, 1, -0.9999996423721313, 0.5924758911132812]",False,"[0.5537649989128113, 0.2993149757385254, 0.029999999329447746]","[[0.619478702545166, 0.02392713911831379, 0.166266530752182, 0.05204445868730545, 0.4628249406814575, 0.05750693008303642, 0.029989156872034073, 3.70309098798316e-05, 6.186130121932365e-06, -3.4460654205759056e-06]]","[0.03122689574956894, -0.03596717119216919, -0.04086534306406975, -0.03559320420026779, 0.07731862366199493, 0.2006399929523468]","[[-0.031003035604953766, 0.02607286162674427, -0.01886637508869171]]","[1, 5]",12.081469426,-0.2583432197570801,23.0,4349.0,1748233144.2564714,0.0,
"[[0.020445920526981354, 0.018780913203954697, 0.015973588451743126]]",4356,"[0.4824698269367218, 0.10539233684539795, 0.03788852319121361]","[0.7154626846313477, 0.9872947931289673, 0.42778337001800537, -0.9427199363708496]",False,"[0.5537649989128113, 0.2993149757385254, 0.029999999329447746]","[[0.46636781096458435, 0.11491643637418747, 0.03620963916182518, 0.05413217470049858, 0.4824698269367218, 0.10539233684539795, 0.03788852319121361, 0.0018512691603973508, 0.2225562036037445, 0.0037848257925361395]]","[0.5396942496299744, 0.2359735667705536, -1.726098656654358, 0.9268786311149597, -0.6147826313972473, 0.11621269583702087]","[[0.020304061472415924, 0.011466044932603836, 0.01363006979227066]]","[1, 5]",12.124875295,-0.20676366984844208,23.0,4356.0,1748233144.2699058,7.0,
