test/cube_pos_constraint,_step,test/achieved_goal,test/action,test/done,test/desired_goal,test/observations,test/causal_embedding,test/robot_constraint,test/env_info,_runtime,test/reward,test/episode,global_step,_timestamp,test/steps,pca
"[[0.0029512166511267424, 0.0408330075442791, 0.016180381178855896]]",2670,"[0.673264741897583, -0.14015890657901764, 0.02998950146138668]","[0.0005104541778564453, 0.9211041927337646, 0.3221101760864258, -0.4486493468284607]",False,"[0.48349112272262573, -0.02692626789212227, 0.029999999329447746]","[[0.6738440990447998, -0.12837564945220947, 0.022570742294192314, 0.05486930161714554, 0.673264741897583, -0.14015890657901764, 0.02998950146138668, 5.465313279273687e-06, -1.1131887731608003e-05, -0.08892446011304855]]","[0.14657238125801086, 0.16139084100723267, 0.047531936317682266, 0.009383149445056915, 0.05967105180025101, -0.00035937875509262085]","[[0.004128468222916126, 0.042839210480451584, 0.016081428155303]]","[1, 30]",8.12153566,-0.22098791599273682,11.0,2670.0,1748233140.296761,7.0,
"[[-0.033498119562864304, 0.028102006763219833, -0.04327186569571495]]",2677,"[0.6498364806175232, -0.10378793627023697, 0.029990235343575478]","[-0.8107425570487976, 0.7211402654647827, -0.8654289841651917, -0.9299536347389221]",False,"[0.48349112272262573, -0.02692626789212227, 0.029999999329447746]","[[0.6554961204528809, -0.08965782821178436, 0.022762885317206383, 0.052812982350587845, 0.6498364806175232, -0.10378793627023697, 0.029990235343575478, -7.92258924775524e-06, -8.819771210255567e-06, -0.03494086489081383]]","[-0.3072949945926666, 0.3695835769176483, 0.04066052660346031, -0.013415180146694183, -0.5267400741577148, 0.3446422219276428]","[[-0.033452462404966354, 0.028895478695631027, -0.04327990859746933]]","[1, 30]",8.164939692,-0.18324436247348785,11.0,2677.0,1748233140.3163738,14.0,
"[[-0.04108778387308121, 0.03809289261698723, -0.045241355895996094]]",2686,"[0.6150773167610168, -0.06947601586580276, 0.029989901930093765]","[-0.9667201042175293, 0.8964322805404663, -0.9048225283622742, -0.936406135559082]",False,"[0.48349112272262573, -0.02692626789212227, 0.029999999329447746]","[[0.6212277412414551, -0.05387221276760101, 0.023098303005099297, 0.04974546656012535, 0.6150773167610168, -0.06947601586580276, 0.029989901930093765, -2.8672179723798763e-06, -1.5915062476778985e-06, -0.05740991607308388]]","[0.19779177010059357, -0.2480151355266571, 1.6547441482543945, 1.1560841798782349, -0.7558678984642029, 0.612865149974823]","[[-0.03942296653985977, 0.037508003413677216, -0.04516705870628357]]","[1, 30]",8.16527339,-0.13829465210437775,11.0,2686.0,1748233140.340274,23.0,
"[[-0.04200034216046333, 0.03635849058628082, -0.04656057059764862]]",2689,"[0.5938383340835571, -0.04871309548616409, 0.02999821864068508]","[-0.9752938747406006, 0.8629664182662964, -0.9310287833213806, -0.8932619094848633]",False,"[0.48349112272262573, -0.02692626789212227, 0.029999999329447746]","[[0.5963128805160522, -0.033908404409885406, 0.023136580362915993, 0.050580885261297226, 0.5938383340835571, -0.04871309548616409, 0.02999821864068508, -0.00027343371766619384, 2.5128682068498165e-07, -0.06390520930290222]]","[0.2508571743965149, -0.6593978404998779, 2.0919346809387207, 1.8952231407165527, -0.4635976254940033, 0.6671727895736694]","[[-0.04100160673260689, 0.037477102130651474, -0.04659648239612579]]","[1, 30]",8.165376461,-0.11247743666172028,11.0,2689.0,1748233140.3484228,26.0,
"[[0.019615519791841507, -0.020734408870339394, 0.019242873415350914]]",2697,"[0.5779626369476318, -0.03084304742515087, 0.02998993545770645]","[0.4080519676208496, -0.4159504175186157, 0.3848609924316406, -0.8016478419303894]",False,"[0.48349112272262573, -0.02692626789212227, 0.029999999329447746]","[[0.5776548981666565, -0.042348530143499374, 0.023390108719468117, 0.052341051399707794, 0.5779626369476318, -0.03084304742515087, 0.02998993545770645, -2.675652922334848e-06, 4.6623199523310177e-07, 0.012188376858830452]]","[-0.18432267010211945, -1.6477746963500977, 2.8507018089294434, 4.29233455657959, 0.47358790040016174, 0.45904892683029175]","[[0.017184246331453323, -0.004924660548567772, 0.018334239721298218]]","[1, 30]",8.183230537,-0.09455268085002899,11.0,2697.0,1748233140.3702612,34.0,
"[[-0.0026454210747033358, -0.03782660514116287, -0.04047832265496254]]",2719,"[0.5337907671928406, -0.1468007117509842, 0.02998998574912548]","[-0.05290722846984863, -0.7565314769744873, -0.8095662593841553, 0.693458080291748]",False,"[0.4969845712184906, -0.20532214641571045, 0.029999999329447746]","[[0.5208719968795776, -0.151675745844841, 0.0466308668255806, 0.07999884337186813, 0.5337907671928406, -0.1468007117509842, 0.02998998574912548, -3.584976582260424e-07, 9.801485134630639e-08, 3.0773444450460374e-05]]","[0.16542045772075653, 0.10977374762296677, 0.05193864926695824, -0.005507387220859528, 0.03405280411243439, -0.02012893557548523]","[[0.005447101779282093, -0.0076165348291397095, -0.0007850117981433868]]","[1, 30]",8.229537255,-0.06913359463214874,12.0,2719.0,1748233140.4152899,6.0,
"[[0.0016392648685723543, -0.0056088389828801155, -0.00630919449031353]]",2721,"[0.5338298678398132, -0.14724282920360565, 0.029990021139383316]","[0.032782912254333496, -0.11217737197875977, -0.12618184089660645, -0.4112694263458252]",False,"[0.4969845712184906, -0.20532214641571045, 0.029999999329447746]","[[0.5374492406845093, -0.16123993694782257, 0.021949810907244682, 0.061915550380945206, 0.5338298678398132, -0.14724282920360565, 0.029990021139383316, 4.780163180839736e-06, -4.5630608838109765e-06, 0.003515114774927497]]","[0.10268534719944, 0.20461603999137878, 0.06785504519939423, 0.013032078742980957, 0.09762105345726013, 0.017334580421447754]","[[-0.0027157485019415617, -0.004620355553925037, -0.006367741152644157]]","[1, 30]",8.272843006,-0.06878068298101425,12.0,2721.0,1748233140.4199092,8.0,
"[[-0.04842674359679222, -0.039334818720817566, -0.0395815446972847]]",2732,"[0.5336078405380249, -0.15391309559345245, 0.03009847179055214]","[-0.9767876863479614, -0.7828471064567566, -0.7913509607315063, -0.8878214955329895]",False,"[0.4969845712184906, -0.20532214641571045, 0.029999999329447746]","[[0.5399225354194641, -0.17013178765773773, 0.023012608289718628, 0.049761585891246796, 0.5336078405380249, -0.15391309559345245, 0.03009847179055214, 0.003626453224569559, -2.243642848043237e-05, 0.02244553714990616]]","[-0.23657368123531342, 0.14867502450942993, 0.9704189300537109, 0.18396273255348206, -1.0198832750320435, 0.5666134357452393]","[[-0.048123832792043686, -0.03892649710178375, -0.03969570994377136]]","[1, 30]",8.273232807,-0.06312023103237152,12.0,2732.0,1748233140.4486055,19.0,
"[[-0.049585048109292984, -0.02264902926981449, -0.0437915176153183]]",2737,"[0.5336068868637085, -0.15381275117397308, 0.02998919039964676]","[-0.9916628003120422, -0.45304346084594727, -0.8758338093757629, -0.8801616430282593]",False,"[0.4969845712184906, -0.20532214641571045, 0.029999999329447746]","[[0.5386439561843872, -0.1708822399377823, 0.022920677438378334, 0.0486995093524456, 0.5336068868637085, -0.15381275117397308, 0.02998919039964676, -2.6698724468587898e-05, -7.157249910960672e-06, 0.02242066152393818]]","[0.07005465775728226, -0.39881351590156555, 1.6509169340133667, 1.5250085592269897, -0.6134545803070068, 0.5512291193008423]","[[-0.04921484366059303, -0.022454554215073586, -0.043762169778347015]]","[1, 30]",8.274155306,-0.06320136040449142,12.0,2737.0,1748233140.4612513,24.0,
"[[-0.028303708881139755, 0.029746364802122116, -0.04045083373785019]]",2766,"[0.6573938131332397, -0.21646973490715027, 0.030509717762470245]","[-0.6516867280006409, 0.6947182416915894, -0.8084757328033447, -0.7736563682556152]",False,"[0.5459908843040466, -0.015420624054968357, 0.029999999329447746]","[[0.6598929166793823, -0.20101699233055115, 0.0229047778993845, 0.050557538866996765, 0.6573938131332397, -0.21646973490715027, 0.030509717762470245, -0.017497582361102104, -1.9644687199615873e-05, -0.03210313618183136]]","[-0.19190707802772522, 0.3641597628593445, 0.0829392820596695, -0.03847227990627289, -0.5422457456588745, 0.3370022773742676]","[[-0.02829470857977867, 0.03187889978289604, -0.04053300619125366]]","[1, 30]",8.365180812,-0.22985130548477173,13.0,2766.0,1748233140.5283701,14.0,
"[[-0.0013749836944043636, 0.04103665053844452, -0.03844437375664711]]",2770,"[0.6434245705604553, -0.20039431750774384, 0.029990103095769882]","[-0.11787819862365723, 0.9423071146011353, -0.7688709497451782, -0.7526066303253174]",False,"[0.5459908843040466, -0.015420624054968357, 0.029999999329447746]","[[0.6443348526954651, -0.18489612638950348, 0.02249401994049549, 0.05090304836630821, 0.6434245705604553, -0.20039431750774384, 0.029990103095769882, -1.7342981664114632e-06, 6.746735721208097e-07, -0.05736758932471275]]","[-0.05840935558080673, 0.17103935778141022, 0.45504266023635864, 0.2787860035896301, -1.4776114225387573, 0.6252902150154114]","[[-0.000833356287330389, 0.04318384826183319, -0.03801669180393219]]","[1, 30]",8.365330289,-0.2090660035610199,13.0,2770.0,1748233140.5391138,18.0,
"[[-0.015416732989251614, -0.04490044713020325, 0.02025046944618225]]",2794,"[0.6227129697799683, 0.00029130245093256235, 0.029989996924996376]","[-0.3083346486091614, -0.8980088233947754, 0.405009388923645, 0.6538214683532715]",False,"[0.5459908843040466, -0.015420624054968357, 0.029999999329447746]","[[0.5528146028518677, -0.13368813693523407, 0.0661463737487793, 0.07995134592056274, 0.6227129697799683, 0.00029130245093256235, 0.029989996924996376, -1.0767112712528615e-07, -2.2602308913377556e-09, 0.08718757331371307]]","[-0.0009443368762731552, -3.051994562149048, 2.815491199493408, 8.176802635192871, 2.1791305541992188, 0.09031827747821808]","[[-0.0023968135938048363, -0.005514103919267654, 0.005861297249794006]]","[1, 30]",8.413424778,-0.078314408659935,13.0,2794.0,1748233140.599173,42.0,
"[[-0.030513308942317963, -0.04620807245373726, -0.03137567639350891]]",2821,"[0.6337615847587585, 0.03623507171869278, 0.03053402528166771]","[-0.6563143134117126, -0.9620934128761292, -0.6284061670303345, -0.9301080703735352]",False,"[0.6185513734817505, -0.1898321807384491, 0.029999999329447746]","[[0.6413978338241577, 0.0195822324603796, 0.023064717650413513, 0.04835928604006767, 0.6337615847587585, 0.03623507171869278, 0.03053402528166771, 0.018339157104492188, -1.2047569725837093e-05, 0.06465298682451248]]","[-0.07732253521680832, 0.17564864456653595, 0.8219173550605774, 0.1709386110305786, -1.2053987979888916, 0.575897753238678]","[[-0.030393682420253754, -0.04513826221227646, -0.031327344477176666]]","[1, 30]",8.500972383,-0.2265789806842804,14.0,2821.0,1748233140.6555035,19.0,
"[[0.007848662324249744, -0.044566795229911804, -0.012273705564439297]]",2825,"[0.6327836513519287, 0.02211117185652256, 0.03026260808110237]","[0.21920883655548096, -0.9441370368003845, -0.2398567795753479, -0.8349041938781738]",False,"[0.6185513734817505, -0.1898321807384491, 0.029999999329447746]","[[0.6485943794250488, 0.0065201036632061005, 0.022256560623645782, 0.049692459404468536, 0.6327836513519287, 0.02211117185652256, 0.03026260808110237, 0.009120641276240349, -5.02347666042624e-06, 0.04091021418571472]]","[0.2262270301580429, -0.10915985703468323, 1.4698827266693115, 0.6885110139846802, -1.045615553855896, 0.6605543494224548]","[[-0.00343360286206007, -0.04344407096505165, -0.01010028924793005]]","[1, 30]",8.501144031,-0.21242083609104156,14.0,2825.0,1748233140.6656792,23.0,
"[[-0.03520429879426956, -0.04562392830848694, 0.010844857431948185]]",2847,"[0.6817731857299805, -0.09372656792402267, 0.029989400878548622]","[-0.7040871381759644, -0.9124952554702759, 0.21688532829284668, 0.6767799854278564]",False,"[0.6185513734817505, -0.1898321807384491, 0.029999999329447746]","[[0.5524533987045288, -0.2611967623233795, 0.025934096425771713, 0.07999932020902634, 0.6817731857299805, -0.09372656792402267, 0.029989400878548622, 2.8728823963319883e-05, 6.1197397371870466e-06, 0.22639614343643188]]","[0.028097787871956825, -3.8281025886535645, 2.956462860107422, 10.275647163391113, 3.0014455318450928, -0.04021093249320984]","[[-0.007234819233417511, -0.004267886281013489, 0.0037621473893523216]]","[1, 30]",8.530667207,-0.1150360256433487,14.0,2847.0,1748233140.7187784,45.0,
"[[-0.03760368004441261, -0.04654289036989212, 0.013321506790816784]]",2848,"[0.6817725300788879, -0.0937269777059555, 0.02998904325067997]","[-0.7520866990089417, -0.930866003036499, 0.26642298698425293, 0.6096775531768799]",False,"[0.6185513734817505, -0.1898321807384491, 0.029999999329447746]","[[0.5220699906349182, -0.3028125762939453, 0.03541327267885208, 0.0799999088048935, 0.6817725300788879, -0.0937269777059555, 0.02998904325067997, 4.062499283463694e-05, 6.123246748757083e-06, 0.22639667987823486]]","[0.04034010320901871, -4.158337116241455, 2.994708299636841, 11.2227201461792, 3.4645800590515137, -0.11601974070072174]","[[-0.0072209276258945465, -0.004927486181259155, 0.0038419729098677635]]","[1, 30]",8.532320429,-0.11503532528877258,14.0,2848.0,1748233140.7203975,46.0,
"[[0.018363554030656815, -0.035036783665418625, 0.015763413161039352]]",2864,"[0.5417953133583069, 0.1739233434200287, 0.03008878044784069]","[0.45628583431243896, -0.8669595718383789, 0.314825177192688, -0.48789066076278687]",False,"[0.5742144584655762, -0.07555550336837769, 0.029999999329447746]","[[0.5470179915428162, 0.16183701157569885, 0.026225648820400238, 0.0545925535261631, 0.5417953133583069, 0.1739233434200287, 0.03008878044784069, 0.003278467571362853, -8.430527486780193e-06, 0.01446334458887577]]","[-0.18338917195796967, 0.329986572265625, 0.11662203073501587, 0.017730478197336197, 0.003830268979072571, 0.1453692466020584]","[[0.01721854880452156, -0.03584675118327141, 0.016089944168925285]]","[1, 30]",8.596936967,-0.25157642364501953,15.0,2864.0,1748233140.7542434,12.0,
"[[0.027406074106693268, -0.024203147739171982, 0.04352454096078873]]",2871,"[0.5622658133506775, 0.04086989909410477, 0.03052743896842003]","[0.6599171161651611, -0.9815381765365601, 0.8685252666473389, -0.6746230125427246]",False,"[0.5742144584655762, -0.07555550336837769, 0.029999999329447746]","[[0.5640610456466675, 0.027943558990955353, 0.02845744602382183, 0.05153394863009453, 0.5622658133506775, 0.04086989909410477, 0.03052743896842003, 0.01809755153954029, 1.9765086108236574e-05, 0.010522102937102318]]","[-0.3482058048248291, 0.028029441833496094, 0.15261925756931305, 0.8824211359024048, -1.1095609664916992, 0.46958768367767334]","[[0.027593590319156647, -0.024073243141174316, 0.04343327507376671]]","[1, 30]",8.597189434,-0.11703812330961227,15.0,2871.0,1748233140.7717075,19.0,
"[[0.025052839890122414, -0.04988903924822807, -0.04968789964914322]]",2877,"[0.681288480758667, -0.2737799882888794, 0.029989857226610184]","[0.5010639429092407, -0.9977723956108093, -0.9937579035758972, 0.9419289827346802]",False,"[0.4894360601902008, 0.23370689153671265, 0.029999999329447746]","[[0.6585593223571777, -0.11219650506973267, 0.1698799431324005, 0.07985620200634003, 0.681288480758667, -0.2737799882888794, 0.029989857226610184, -5.298760243022116e-06, 2.645440872584004e-06, 2.309414412593469e-05]]","[0.017394090071320534, -0.028292112052440643, -0.013018038123846054, -0.020284093916416168, 0.02110859751701355, 0.057039543986320496]","[[0.01186942495405674, -0.012027230113744736, -0.010844457894563675]]","[1, 30]",8.597413638999999,-0.5425406098365784,16.0,2877.0,1748233140.784191,2.0,
"[[0.0020917775109410286, -0.04424678161740303, -0.03146154433488846]]",2883,"[0.6835628151893616, -0.2809118330478668, 0.02996821328997612]","[0.0862874984741211, -0.9578970670700073, -0.6357606053352356, 0.05452859401702881]",False,"[0.4894360601902008, 0.23370689153671265, 0.029999999329447746]","[[0.698765754699707, -0.23041491210460663, 0.04055982083082199, 0.005637418944388628, 0.6835628151893616, -0.2809118330478668, 0.02996821328997612, -0.0007188933086581528, -5.391658305597957e-06, -0.0317990742623806]]","[0.12624064087867737, 0.21217535436153412, -0.03397546336054802, 0.061270806938409805, 0.0484151691198349, 0.03076804429292679]","[[-0.014744090847671032, -0.04830868914723396, -0.025583960115909576]]","[1, 30]",8.641040124,-0.5500160455703735,16.0,2883.0,1748233140.7955885,8.0,
"[[-0.02688118815422058, -0.02266097441315651, -0.0319184884428978]]",2887,"[0.6843258738517761, -0.2831605076789856, 0.029989955946803093]","[-0.5372029542922974, -0.4547954201698303, -0.638369083404541, 0.9260339736938477]",False,"[0.4894360601902008, 0.23370689153671265, 0.029999999329447746]","[[0.7150752544403076, -0.22004684805870056, 0.029714439064264297, 0.04875196889042854, 0.6843258738517761, -0.2831605076789856, 0.029989955946803093, 8.99624239991681e-07, -6.778789156669518e-07, -0.055238161236047745]]","[-0.1335170716047287, 0.3318937420845032, 0.027339883148670197, 0.058148231357336044, -0.06988761574029922, 0.1599692851305008]","[[-0.022154539823532104, -0.032663095742464066, -0.01533396914601326]]","[1, 30]",8.641185102,-0.5523893237113953,16.0,2887.0,1748233140.803959,12.0,
"[[-0.009428969584405422, 0.023683929815888405, -0.046185728162527084]]",2890,"[0.684333086013794, -0.28316813707351685, 0.029990000650286674]","[-0.18857699632644653, 0.4736839532852173, -0.9237109422683716, 0.972468376159668]",False,"[0.4894360601902008, 0.23370689153671265, 0.029999999329447746]","[[0.7192698121070862, -0.17995698750019073, 0.0212730560451746, 0.07970365881919861, 0.684333086013794, -0.28316813707351685, 0.029990000650286674, -2.196148670918774e-06, 2.175594318032381e-06, -0.05547144636511803]]","[-0.13093693554401398, 0.37051934003829956, -0.10165734589099884, 0.10460060834884644, -1.1198581457138062, 0.46889638900756836]","[[-0.010191968642175198, 0.008761772885918617, -0.045566897839307785]]","[1, 30]",8.641294625,-0.5523989796638489,16.0,2890.0,1748233140.810281,15.0,
