test/cube_pos_constraint,_step,test/achieved_goal,test/action,test/done,test/desired_goal,test/observations,test/causal_embedding,test/robot_constraint,test/env_info,_runtime,test/reward,test/episode,global_step,_timestamp,test/steps
"[[-0.014024540781974792, 0.04202449321746826, -0.046237021684646606]]",807,"[0.6080410480499268, -0.3277994990348816, 0.029965542256832123]","[-0.5353066325187683, 0.2950948476791382, -0.9250732064247131, -0.9738280177116394]",False,"[0.44253191351890564, -0.2717428207397461, 0.029999999329447746]","[[0.598429799079895, -0.3215770125389099, 0.02267237938940525, 0.053179241716861725, 0.6080410480499268, -0.3277994990348816, 0.029965542256832123, -0.0012643373338505626, 0.0004515001201070845, -0.03212690353393555]]","[-0.2208203822374344, -1.523348093032837, 2.6755928993225098, 3.9886558055877686, 0.34857943654060364, 0.46801137924194336]","[[-0.01356862485408783, 0.023490458726882935, -0.04595721513032913]]","[0, 30]",4.068504191,-0.17474445700645447,24,807,1748251621.6370096,34
"[[0.021137624979019165, 0.012101173400878906, 0.008422773331403732]]",860,"[0.31263574957847595, -0.13080798089504242, 0.02998962625861168]","[-0.062427520751953125, 0.31545162200927734, 0.16848444938659668, 0.6860330104827881]",False,"[0.5239641666412354, 0.26973602175712585, 0.029999999329447746]","[[0.39685681462287903, -0.21808336675167084, 0.10718414187431335, 0.08000000566244125, 0.31263574957847595, -0.13080798089504242, 0.02998962625861168, -1.1600639481912367e-05, -8.610080044491042e-07, 0.6092808246612549]]","[-0.12969689071178436, 0.4016267657279968, -0.44032397866249084, 0.23700463771820068, -1.4599767923355103, 0.5696446299552917]","[[-0.003414630889892578, 0.0066721439361572266, -0.0008890479803085327]]","[0, 30]",4.183483279,-0.4528743624687195,26,860,1748251621.7569509,15
"[[9.548664093017578e-05, -0.02630120888352394, 0.016075778752565384]]",904,"[0.6441951394081116, 0.2021351158618927, 0.02998988702893257]","[0.011661052703857422, -0.44991111755371094, 0.32151782512664795, -0.5175416469573975]",False,"[0.4150298833847046, 0.05898979678750038, 0.029999999329447746]","[[0.6587005257606506, 0.19375672936439514, 0.023428885266184807, 0.056467507034540176, 0.6441951394081116, 0.2021351158618927, 0.02998988702893257, 9.479987284066738e-07, 7.216227118078677e-07, 0.013924389146268368]]","[0.038111552596092224, 0.24437572062015533, 0.0737193375825882, 0.0261131152510643, 0.11668308079242706, 0.039502955973148346]","[[-0.0007770061492919922, -0.00797315314412117, 0.01574537716805935]]","[0, 30]",4.315286164,-0.27019861340522766,27,904,1748251621.846863,9
"[[0.046155788004398346, -0.004175150766968727, -0.03170139342546463]]",906,"[0.637685239315033, 0.1898859292268753, 0.029980352148413658]","[0.8268065452575684, -0.28639423847198486, -0.6352015733718872, 0.38999760150909424]",False,"[0.4150298833847046, 0.05898979678750038, 0.029999999329447746]","[[0.6713371872901917, 0.17803330719470978, 0.022143539041280746, 0.07634103298187256, 0.637685239315033, 0.1898859292268753, 0.029980352148413658, -0.0003215665929019451, -2.8601937174244085e-07, 0.04103715717792511]]","[-0.12166846543550491, 0.30596858263015747, 0.10299918055534363, 0.029847506433725357, 0.10187530517578125, 0.09715926647186279]","[[0.014775849878787994, -0.009358981624245644, -0.02848205156624317]]","[0, 30]",4.315373549,-0.25828123092651367,27,906,1748251621.8518856,11
"[[0.018452107906341553, -0.0362623892724514, -0.04989619553089142]]",941,"[0.5960915684700012, -0.2621302306652069, 0.02989853359758854]","[0.9991192817687988, -0.9823276400566101, -0.9995728731155396, 0.9988576173782349]",False,"[0.47541847825050354, 0.1535618007183075, 0.029999999329447746]","[[0.5710381269454956, -0.2599389851093292, 0.02189108170568943, 0.08000633865594864, 0.5960915684700012, -0.2621302306652069, 0.02989853359758854, -0.0006029659998603165, -0.003417104948312044, 0.40685606002807617]]","[-0.3284139931201935, 0.34527963399887085, 0.49271827936172485, -0.22666671872138977, -0.5988063216209412, 0.38070231676101685]","[[0.005024135112762451, -0.00616922602057457, -0.046082504093647]]","[0, 30]",4.383388909,-0.43285316228866577,28,941,1748251621.9302714,15
"[[-0.034006547182798386, 0.0003886937629431486, -0.04711858928203583]]",947,"[0.8113979697227478, -0.2953205406665802, 0.029985330998897552]","[0.037947654724121094, -0.05735671520233154, -0.942035436630249, -0.3232727646827698]",False,"[0.47541847825050354, 0.1535618007183075, 0.029999999329447746]","[[0.6406164169311523, -0.22955892980098724, 0.0050964453257620335, 0.0035015647299587727, 0.8113979697227478, -0.2953205406665802, 0.029985330998897552, -7.544067193521187e-05, -8.014693594304845e-05, 0.09835635870695114]]","[-0.024540623649954796, -0.03281870484352112, 1.3663172721862793, 0.4353896975517273, -0.8186408877372742, 0.5676417350769043]","[[9.06467903405428e-05, -0.0005288452375680208, -0.046900466084480286]]","[0, 30]",4.383565822,-0.5606938600540161,28,947,1748251621.9430616,21
"[[0.03519284725189209, 0.026346726343035698, -0.04183351621031761]]",971,"[1.5308805704116821, -0.3710448741912842, -0.3700111210346222]","[0.786597728729248, 0.5246790647506714, -0.8366714715957642, 0.9339590072631836]",False,"[0.47541847825050354, 0.1535618007183075, 0.029999999329447746]","[[0.531916618347168, -0.5948210954666138, 0.005369025282561779, 0.07999994605779648, 1.5308805704116821, -0.3710448741912842, -0.3700111210346222, 0, 1.5707963705062866, -0.9704461693763733]]","[-2.8048033714294434, -3.670229911804199, 5.019235610961914, 12.348614692687988, 4.847049236297607, -0.39003193378448486]","[[0.018771052360534668, 0.00852404348552227, -0.04173910245299339]]","[0, 30]",4.431903742,-1.244677186012268,28,971,1748251621.987705,45
"[[0.021648330613970757, -0.01151055097579956, 0.03333336114883423]]",986,"[0.5486180186271667, 0.1932358294725418, 0.02998979203402996]","[0.5292900800704956, -0.3865373134613037, 0.666663646697998, -0.9387354850769043]",False,"[0.6682642102241516, -0.16611440479755402, 0.029999999329447746]","[[0.5457258224487305, 0.17954804003238678, 0.023528121411800385, 0.05505868420004845, 0.5486180186271667, 0.1932358294725418, 0.02998979203402996, -1.5998290336938226e-06, 1.4512153938994743e-05, 0.011150808073580265]]","[-0.03946549445390701, 0.27715346217155457, 0.09403102099895477, 0.030473314225673676, 0.12780404090881348, 0.06414292752742767]","[[0.021569056436419487, -0.005685329437255859, 0.03306873142719269]]","[0, 30]",4.475304541,-0.37874501943588257,29,986,1748251622.0186636,10
"[[0.015261983498930931, -0.013718083500862122, 0.019369572401046753]]",990,"[0.5870625376701355, 0.09606994688510895, 0.02997506782412529]","[0.5265624523162842, -0.956554114818573, 0.3866022825241089, -0.7255302667617798]",False,"[0.6682642102241516, -0.16611440479755402, 0.029999999329447746]","[[0.58731609582901, 0.08548420667648315, 0.02410425804555416, 0.055538762360811234, 0.5870625376701355, 0.09606994688510895, 0.02997506782412529, -0.0001294454705202952, -0.00036953980452381074, 0.02059284970164299]]","[-0.30864083766937256, 0.3486342430114746, 0.33311277627944946, -0.1472887396812439, -0.3496231138706207, 0.2928938865661621]","[[0.014971410855650902, -0.01517990231513977, 0.019235514104366302]]","[0, 30]",4.475446708,-0.2744710147380829,29,990,1748251622.0295923,14
"[[-0.03424353897571564, -0.0042487382888793945, -0.046234380453825]]",995,"[0.6779062747955322, -0.09868577122688293, 0.029948949813842773]","[-0.3203502297401428, -0.862877607345581, -0.9251235127449036, -0.9028210639953613]",False,"[0.6682642102241516, -0.16611440479755402, 0.029999999329447746]","[[0.6718899607658386, -0.1006893441081047, 0.022449899464845657, 0.053112175315618515, 0.6779062747955322, -0.09868577122688293, 0.029948949813842773, -0.0008974753436632454, -0.0009755274513736367, 0.019884349778294563]]","[-0.17617212235927582, 0.15835466980934143, 1.046741247177124, 0.07107985764741898, -0.9697542190551758, 0.5635658502578735]","[[-0.02571786940097809, -0.005688365548849106, -0.04444733262062073]]","[0, 30]",4.475626737,-0.06811455637216568,29,995,1748251622.0429251,19
"[[0.01583867333829403, -0.05896575376391411, -0.0320829339325428]]",1032,"[0.11845402419567108, 0.0683121457695961, 0.02996770665049553]","[-0.07359373569488525, -0.926559329032898, -0.6420613527297974, -0.6516661047935486]",False,"[0.4396402835845947, -0.217276930809021, 0.029999999329447746]","[[0.314364492893219, -0.6162051558494568, 0.005555206909775734, 1.3059430159501062e-07, 0.11845402419567108, 0.0683121457695961, 0.02996770665049553, 3.928691876353696e-05, -0.0004995219060219824, -2.652710199356079]]","[-0.21183045208454132, -1.635985255241394, 2.7899861335754395, 4.283873558044434, 0.46143272519111633, 0.44168567657470703]","[[0.002269214252009988, -0.016205567866563797, -0.029803987592458725]]","[0, 30]",4.57177293,-0.4297926723957062,30,1032,1748251622.1170206,35
"[[-0.024785425513982773, -0.014545513316988945, 0.03262549638748169]]",1036,"[0.040871888399124146, 0.11854516714811325, 0.02998100407421589]","[-0.8821519613265991, -0.0406951904296875, 0.6525152921676636, -0.7466880083084106]",False,"[0.4396402835845947, -0.217276930809021, 0.029999999329447746]","[[0.22575363516807556, -0.6721412539482117, 0.03996451199054718, 1.1614521611136297e-07, 0.040871888399124146, 0.11854516714811325, 0.02998100407421589, -0.00019259282271377742, -7.669439219171181e-05, 2.600815773010254]]","[-0.17191477119922638, -2.304870367050171, 2.7721657752990723, 6.1281023025512695, 1.2473957538604736, 0.25920528173446655]","[[-0.0017436258494853973, 0.010335469618439674, 0.008536752313375473]]","[0, 30]",4.57191661,-0.5213374495506287,30,1036,1748251622.1247997,39
"[[0.029272019863128662, -0.004357263445854187, 0.028438696637749672]]",1084,"[0.5597833395004272, -0.2257591038942337, 0.02998928539454937]","[0.8949017524719238, -0.8450615406036377, 0.5688302516937256, -0.6679078340530396]",False,"[0.5410289168357849, -0.2906656563282013, 0.029999999329447746]","[[0.5555205345153809, -0.21594177186489105, 0.030386732891201973, 0.05543120950460434, 0.5597833395004272, -0.2257591038942337, 0.02998928539454937, 0.0011616217670962214, -0.001183133921585977, 0.010087545961141586]]","[-0.28906288743019104, 0.33321887254714966, 0.5121874213218689, -0.228277325630188, -1.0440024137496948, 0.495039701461792]","[[0.028507530689239502, -0.01455126702785492, 0.028256384655833244]]","[0, 30]",4.679758691,-0.06756173819303513,32,1084,1748251622.2519953,16
"[[0.04623483493924141, -0.00200045108795166, -0.04998987168073654]]",1108,"[0.6516468524932861, -0.06195957586169243, 0.029989872127771378]","[0.924696683883667, -0.0400090217590332, -1, 0.9172310829162598]",False,"[0.4212472140789032, -0.033236078917980194, 0.029999999329447746]","[[0.6777215600013733, -0.001700541703030467, 0.18747825920581818, 0.07027383893728256, 0.6516468524932861, -0.06195957586169243, 0.029989872127771378, 3.4093625345121836e-06, -1.5367468222393654e-06, -1.9606155240992074e-11]]","[0.03122839704155922, -0.03600741922855377, -0.040873948484659195, -0.03563288599252701, 0.07730468362569809, 0.2006673514842987]","[[0.006952930241823196, -0.0002999093849211931, -0.04007812216877937]]","[0, 30]",4.775370158,-0.23218317329883575,34,1108,1748251622.3074632,0
"[[-0.0461062453687191, -0.030506327748298645, -0.049766961485147476]]",1113,"[0.6702093482017517, -0.05659479647874832, 0.02998834103345871]","[-0.8147327899932861, -0.5221390724182129, -0.9952258467674255, 0.8473192453384399]",False,"[0.4212472140789032, -0.033236078917980194, 0.029999999329447746]","[[0.6673762798309326, -0.05666239932179451, 0.022455329075455666, 0.0801820158958435, 0.6702093482017517, -0.05659479647874832, 0.02998834103345871, 1.7361810023430735e-05, -1.5165986951615196e-05, -0.5577213764190674]]","[0.16068792343139648, 0.054408442229032516, 0.03965982049703598, -0.012210674583911896, 0.0043335407972335815, -0.03178106248378754]","[[-0.03129812702536583, -0.029696140438318253, -0.02741243876516819]]","[0, 30]",4.775564364,-0.2500555217266083,34,1113,1748251622.3193374,5
"[[0.028843224048614502, -0.006373287178575993, -0.005463667679578066]]",1117,"[0.6791566610336304, -0.06104147061705589, 0.02998954802751541]","[0.6906819343566895, -0.16115838289260864, -0.10928225517272949, -0.02373206615447998]",False,"[0.4212472140789032, -0.033236078917980194, 0.029999999329447746]","[[0.6898568868637085, -0.06264342367649078, 0.021951233968138695, 0.05543233081698418, 0.6791566610336304, -0.06104147061705589, 0.02998954802751541, 1.5964251360855997e-05, 7.568494879706122e-07, 0.04341311752796173]]","[0.0378853902220726, 0.24425530433654785, 0.07485060393810272, 0.025537408888339996, 0.11707672476768494, 0.039534129202365875]","[[0.01564610004425049, -0.00589266512542963, -0.005034931469708681]]","[0, 30]",4.775707913,-0.2594039738178253,34,1117,1748251622.329574,9
"[[-0.04565388336777687, -0.0468599759042263, -0.041782476007938385]]",1137,"[0.49419280886650085, -0.15556173026561737, 0.029989980161190033]","[-0.9622389674186707, -0.9759261608123779, -0.8356491923332214, 0.9836370944976807]",False,"[0.4439663887023926, 0.2449578493833542, 0.029999999329447746]","[[0.5252441167831421, -0.12412726134061813, 0.058847177773714066, 0.07729429751634598, 0.49419280886650085, -0.15556173026561737, 0.029989980161190033, 1.1954057299590204e-07, 6.447651799135201e-07, -0.05315779894590378]]","[0.056681182235479355, -0.02773083746433258, 0.0065504685044288635, -0.020903974771499634, -0.017271749675273895, -0.0050093382596969604]","[[-0.03207704797387123, -0.008677702397108078, -0.02135520800948143]]","[0, 30]",4.827725812,-0.40365657210350037,35,1137,1748251622.3821983,3
"[[-0.04197530820965767, -0.013011297211050987, -0.03067578375339508]]",1162,"[0.05317695811390877, -0.14121034741401672, 0.029989980161190033]","[-0.9013670086860657, -0.5192245244979858, -0.6135139465332031, -0.8005858063697815]",False,"[0.4439663887023926, 0.2449578493833542, 0.029999999329447746]","[[0.12246432155370712, -0.18192993104457855, 0.0001382266782457009, 1.8044152966467664e-05, 0.05317695811390877, -0.14121034741401672, 0.029989980161190033, 5.520152512872301e-07, -1.0922157400727883e-07, -1.8171546459197998]]","[0.06464991718530655, -0.8080689907073975, 2.2193894386291504, 2.19793438911438, -0.24721357226371765, 0.6116013526916504]","[[-0.018846232444047928, -0.009155189618468285, -0.0304256659001112]]","[0, 30]",4.874104057,-0.5494017004966736,35,1162,1748251622.446623,28
"[[0.014828258194029331, 0.03567521274089813, -0.0009023543680086732]]",1179,"[-0.35231807827949524, -0.42042627930641174, 0.029983552172780037]","[-0.20335984230041504, 0.38488173484802246, -0.01812744140625, 0.03830826282501221]",False,"[0.4439663887023926, 0.2449578493833542, 0.029999999329447746]","[[-0.061545345932245255, -0.33398523926734924, 0.0031518845353275537, 0.0033654505386948586, -0.35231807827949524, -0.42042627930641174, 0.029983552172780037, -0.00019370116933714598, 1.2820500160160009e-05, -1.345136046409607]]","[0.02839151956140995, -3.865020275115967, 2.9649410247802734, 10.380049705505371, 3.0504775047302246, -0.048893317580223083]","[[-0.0012522106990218163, 0.005003822967410088, -0.0009681013179942966]]","[0, 30]",4.931696204,-1.0376921892166138,35,1179,1748251622.497642,45
"[[-0.0149178272113204, 0.037805188447237015, -0.04387785494327545]]",1240,"[0.4923360347747803, -0.11688672006130219, 0.02998921275138855]","[-0.3029627799987793, 0.8383976221084595, -0.877572774887085, 0.5894420146942139]",False,"[0.6278581023216248, 0.11467283219099045, 0.029999999329447746]","[[0.4997432231903076, -0.10364147275686264, 0.03329414129257202, 0.08016084879636765, 0.4923360347747803, -0.11688672006130219, 0.02998921275138855, 2.7529320504982024e-05, 5.664648483616475e-07, 0.026866136118769646]]","[0.16540959477424622, 0.10981079936027527, 0.05196802690625191, -0.005508638918399811, 0.03408560901880264, -0.02011542022228241]","[[-0.005121446214616299, 0.013409916311502457, -0.011371519416570663]]","[0, 30]",5.123419681,-0.26830217242240906,37,1240,1748251622.6594555,6
"[[-0.03962533175945282, 0.0007840609177947044, -0.037921369075775146]]",1241,"[0.4903964400291443, -0.10749918222427368, 0.029989730566740036]","[-0.8312985301017761, 0.20343196392059326, -0.758417010307312, 0.6300961971282959]",False,"[0.6278581023216248, 0.11467283219099045, 0.029999999329447746]","[[0.48643243312835693, -0.09819644689559937, 0.022365370765328407, 0.08000224083662033, 0.4903964400291443, -0.10749918222427368, 0.029989730566740036, 9.39241363084875e-06, 2.398014373738988e-07, 0.08988682180643082]]","[0.1438547521829605, 0.16043388843536377, 0.06515122950077057, 0.0005938336253166199, 0.06645236164331436, -0.0026053935289382935]","[[-0.028254136443138123, 0.004726572893559933, -0.026992080733180046]]","[0, 30]",5.123472771,-0.26125872135162354,37,1241,1748251622.6631522,7
"[[-0.00986561831086874, -0.023975804448127747, 0.017598140984773636]]",1263,"[0.47099506855010986, -0.04380081593990326, 0.029989995062351227]","[-0.26542019844055176, -0.6247389316558838, 0.3519632816314697, -0.3670955300331116]",False,"[0.4013568162918091, -0.1511116325855255, 0.029999999329447746]","[[0.48098018765449524, -0.04937494918704033, 0.02907557412981987, 0.05882088094949722, 0.47099506855010986, -0.04380081593990326, 0.029989995062351227, -5.312319117933839e-08, -1.1559582446807326e-07, -0.07376381009817123]]","[-0.20651179552078247, 0.3276413083076477, 0.16618773341178894, -0.008823581039905548, 0.032850541174411774, 0.14160305261611938]","[[-0.0013005798682570457, -0.02098093554377556, 0.010588478296995163]]","[0, 30]",5.187511897,-0.12792614102363586,38,1263,1748251622.741105,12
"[[0.04438313469290733, 0.04900819808244705, 0.008919543586671352]]",1292,"[0.5547193288803101, -0.30183759331703186, 0.029990004375576973]","[0.9198312759399414, 0.9947938919067383, 0.17839288711547852, 0.009687423706054688]",False,"[0.447852224111557, -0.23579341173171997, 0.029999999329447746]","[[0.5574964284896851, -0.29153043031692505, 0.0396997295320034, 0.08001681417226791, 0.5547193288803101, -0.30183759331703186, 0.029990004375576973, -7.876624295022339e-07, -4.3694868168131507e-07, -0.23868069052696228]]","[-0.31073132157325745, 0.3474661707878113, 0.34563061594963074, -0.15357419848442078, -0.3455606997013092, 0.291822612285614]","[[0.0383281372487545, 0.05006078630685806, 0.010006974451243877]]","[0, 30]",5.275631061,-0.12562808394432068,40,1292,1748251622.827598,14
"[[-0.025845641270279884, 0.01566600799560547, 0.020914573222398758]]",1310,"[0.4063487648963928, 0.29166826605796814, 0.029989320784807205]","[-0.5169128179550171, 0.3133201599121094, 0.41834986209869385, -0.7045204639434814]",False,"[0.4610127806663513, 0.25229179859161377, 0.029999999329447746]","[[0.5817328691482544, 0.048978209495544434, 0.21045555174350739, 0.0050295316614210606, 0.4063487648963928, 0.29166826605796814, 0.029989320784807205, 1.564595919489875e-07, -2.2741502107237466e-05, -3.327845984890665e-11]]","[0.03145550936460495, -0.02578778564929962, -0.019158922135829926, -0.028216280043125153, 0.053576432168483734, 0.13179966807365417]","[[-0.010999375954270363, -0.009422371163964272, 0.0038593746721744537]]","[0, 30]",5.331511539,-0.06736958026885986,41,1310,1748251622.8906515,1
"[[-0.006266415119171143, 0.04633120447397232, -0.030114108696579933]]",1317,"[0.4063487648963928, 0.29166826605796814, 0.029989998787641525]","[-0.12532830238342285, 0.926624059677124, -0.6022821664810181, 0.11818051338195801]",False,"[0.4610127806663513, 0.25229179859161377, 0.029999999329447746]","[[0.43457359075546265, 0.13081778585910797, 0.1508381962776184, 0.010382579639554024, 0.4063487648963928, 0.29166826605796814, 0.029989998787641525, 1.5075333692493587e-07, -1.1833686386353293e-07, -3.3212935873772054e-11]]","[0.10270355641841888, 0.20460593700408936, 0.06784175336360931, 0.013033702969551086, 0.09760577231645584, 0.01733231544494629]","[[0.00023698806762695312, 0.010835789144039154, -0.006388509646058083]]","[0, 30]",5.375235054,-0.06736958026885986,41,1317,1748251622.907968,8
"[[0.002368253655731678, -0.05012614652514458, 0.02169528603553772]]",1326,"[0.4610036611557007, 0.32593461871147156, 0.029990000650286674]","[0.24520719051361084, -0.8820237517356873, 0.43390583992004395, -0.18903744220733643]",False,"[0.4610127806663513, 0.25229179859161377, 0.029999999329447746]","[[0.4563957452774048, 0.1918761134147644, 0.06946583092212677, 0.06339479237794876, 0.4610036611557007, 0.32593461871147156, 0.029990000650286674, 6.149588216430857e-08, -6.28449683404142e-08, 0.011571787297725677]]","[-0.2799387574195862, 0.2727043330669403, 0.7499948143959045, -0.15494903922080994, -0.8924432992935181, 0.4807710647583008]","[[0.00707168597728014, -0.010897751897573471, 0.015500916168093681]]","[0, 30]",5.37561593,-0.07364282011985779,41,1326,1748251622.932817,17
